Ags,Rkiname,Inzidenz_mean,Inzidenz_quart,Inzidenz_quant_90,delta_1_mean,delta_1_med,delta_1_quart,delta_1_quant_90,delta_2_mean,delta_2_med,delta_2_quart,delta_2_quant_90,delta_3_mean,delta_3_med,delta_3_quart,delta_3_quant_90,delta_5_mean,delta_5_med,delta_5_quart,delta_5_quant_90,delta_7_mean,delta_7_med,delta_7_quart,delta_7_quant_90,delta_I4_mean,delta_I4_med,delta_I4_quart,delta_I4_quant_90
12061,LK Dahme-Spreewald,91.4,109.1,123.8,6.7,6.3,9.9,16.1,7.6,7.3,10.7,17.1,8,7.4,11.3,17.5,8.5,7.5,12.1,17.9,8.9,7.9,12.6,18.5,9.6,8.8,13,19.4
12062,LK Elbe-Elster,187.7,223.9,259.9,0.1,0,0,0.4,0.1,0,0,0.5,0.1,0,0,0.5,0.1,0,0,0.5,0.1,0,0,0.5,0.1,0,0.4,0.5
12063,LK Havelland,112,138.8,169.7,0.8,0,0.5,3,1,0,0.7,3.5,0.9,0,0.7,3,1,0.3,0.9,3,1.1,0.6,1.1,2.7,1.3,0.7,1.1,3.2
12064,LK Märkisch-Oderland,93.6,123.2,137.7,2.9,2,3.7,5.5,4.2,3.4,6.4,8.6,4.8,4,7.1,9.4,5.4,4.5,7.7,9.9,5.6,4.7,8,10,5.6,4.8,8.1,10.5
12065,LK Oberhavel,112.2,132.4,162.6,1.1,0.4,1.3,2.5,1.4,0.6,1.9,3.7,1.4,0.7,2,2.8,1.4,0.9,1.7,3,1.4,0.8,1.5,3.7,1.5,0.9,2,3.2
12066,LK Oberspreewald-Lausitz,160,183.4,197.5,0.8,0.6,1.3,2.3,1.1,1,1.6,2.5,1.2,1.2,1.7,2.6,1.3,1.2,2.1,3.1,1.4,1.2,2,3.2,1.4,1,2.2,3
12067,LK Oder-Spree,133.1,170.2,190.2,0.3,0,0,0.7,0.4,0,0.3,0.8,0.4,0,0.3,0.9,0.5,0.2,0.5,1.3,0.6,0.3,0.6,1.5,0.7,0.4,0.9,1.5
12068,LK Ostprignitz-Ruppin,92.1,122.9,153.5,1.8,0,2.1,5.5,2,0.6,2.1,5.8,2.1,0.8,2.5,5.8,2.2,1.1,3,5.5,2.1,1.2,2.5,5.6,2.4,1.6,2.8,4.8
12069,LK Potsdam-Mittelmark,85.4,104.1,121.9,2.8,1.5,2.9,5.2,3.4,2.1,3.5,6.8,3.5,2.1,3.4,6.7,3.5,2.1,3.3,6.2,3.4,2.2,3.2,6,3.3,2.1,3.5,5.3
12070,LK Prignitz,97.3,119.8,135.1,1.6,0,0.5,3.2,1.7,0,1.1,3.7,1.7,0,1.1,4,1.7,0,0.5,4.7,1.7,0,1,5.4,1.9,0,0.7,7
12071,LK Spree-Neiße,145.1,178.5,222.4,1.5,0,0,1,1.5,0,0.2,1.1,1.6,0,0.5,1.1,1.7,0,0.6,1.2,1.8,0,0.9,1.4,2.2,0.4,1.1,2
12072,LK Teltow-Fläming,111.8,129.9,148.8,0.5,0,0.6,1.1,0.7,0.2,0.7,1.3,0.8,0.4,0.7,1.7,0.7,0.4,0.8,1.4,0.7,0.5,0.9,1.4,0.8,0.5,1,1.4
12073,LK Uckermark,81.2,111.4,135,1.5,0,0.7,3.5,1.8,0,1.4,4,2,0,1.8,5.5,2.4,0.6,2.5,7.8,2.6,0.6,2.6,7.8,3.1,1.8,4.5,6.8
13003,SK Rostock,62.8,89.5,105.2,2.4,0.7,3.7,7.2,2.5,1.4,4.5,5.8,2.5,1.6,4,5.7,2.8,1.9,4.6,7.2,2.8,1.9,4.6,7.2,2.5,1.9,4,5.7
13004,SK Schwerin,97.7,115.8,140.6,0.6,0,0,2.8,0.6,0,0,2.5,0.7,0,0.8,2.6,0.7,0,0.8,2.6,0.7,0,0.8,2.7,0.7,0,0,2.8
13071,LK Mecklenburgische Seenplatte,108.4,161.9,179.8,0.8,0,0.3,1.9,0.8,0,0.3,2.1,0.8,0,0.4,2.1,0.7,0,0.7,2.2,0.7,0,0.7,2,0.8,0.4,0.7,2.2
13072,LK Rostock,91.5,105.4,126.5,6,5,9.5,13,6.2,4.9,9.5,12.4,6.3,5,9.7,12.3,6.5,5.3,9.9,12.3,6.7,5.5,9.6,12.3,7.1,6.2,9.7,12.6
13073,LK Vorpommern-Rügen,61.2,85.7,99.5,9.6,8.1,13.5,20.9,11.3,9.9,16,23.8,12.2,10.4,17.1,23.8,12.9,11.4,17.1,23.8,13.7,12.9,17.8,25.3,15.4,15.2,20.2,26.2
13074,LK Nordwestmecklenburg,101.9,111.9,123.8,0.6,0,0,0.7,0.7,0,0,0.7,0.7,0,0,0.7,0.7,0,0,0.7,0.7,0,0,0.7,0.8,0,0,0.7
13075,LK Vorpommern-Greifswald,124.2,148.6,183.7,15.8,15.1,20.1,28.1,24.9,22,33.2,50.7,30.7,24.5,41.1,65.4,36.7,25.2,50.8,76.3,38.4,26.7,53.6,80.7,42.5,35.5,55.4,86.6
13076,LK Ludwigslust-Parchim,141.6,176.4,187.5,1.4,0.2,1.3,4,2.2,0.7,2.5,6.3,2.7,1,3.6,6.1,3.5,1.7,6.6,8.6,4.3,3,7.3,9.3,5.9,6.4,10.3,13.5
14511,SK Chemnitz,201.3,274,288.5,16.3,13.7,19.8,27.7,18.5,15.8,23.2,30.1,19.8,17.3,24,32,21.1,18.8,25.2,33.3,21.8,18.9,25.6,34.4,23.5,21.3,28.1,36.7
14521,LK Erzgebirgskreis,245.1,323.9,353.6,8.1,6,10.8,15.9,9.3,7.1,12.5,17.2,9.9,7.5,12.9,18.1,10.2,7.9,13.9,17.6,10.2,8.1,14.3,18.3,10.8,8.4,15.1,19
14522,LK Mittelsachsen,197.2,277.2,308.7,18.2,16.4,26.2,34.9,20.1,17.9,28.1,39.6,20.8,17.9,28,40.9,21.7,18.7,28.8,40.7,21.9,18.2,31,41.8,23.9,20.5,33.2,43
14523,LK Vogtlandkreis,281.4,344,405.2,5.9,4.8,7.6,11.7,7.2,5.7,8.8,14.7,7.7,6.4,8.9,15.4,8,6.9,9.3,16.1,8,6.9,9.4,16.7,8.1,6.8,9.2,17.6
14524,LK Zwickau,230.6,297.4,321.9,6.7,5.5,8.5,12.8,8.3,6.9,10.4,14.9,8.9,7.3,11.5,14.9,9.5,7.6,11.9,15.1,9.5,7.6,11.5,15.3,9.9,8,12.5,16.1
14612,SK Dresden,108.6,134.6,144.5,12.3,12.5,16.7,22.1,16,15.4,21.3,29.6,17.4,16.9,24.7,29.3,18.4,18,25.9,30.4,18.6,19.3,24.7,30.1,20.5,21.1,27.5,33.7
14625,LK Bautzen,168.9,234.5,263.8,19.7,18.9,28.4,38.4,23.6,22.5,31.9,42.6,25.3,25.3,32.7,44.9,26.8,26.6,35.1,49,26.7,27.1,36.3,42.9,26.3,25.3,36.9,43.5
14626,LK Görlitz,160,196.8,222.2,15,14,22.3,27.6,15.9,15.8,23.8,28.4,16.3,16.3,23.6,28.5,16.4,16.8,24.5,28.9,16.2,16.3,23.5,29.4,16.8,16.7,26.1,31
14627,LK Meißen,150.7,181.3,196.4,3.1,2.1,3.6,7,3.4,2.1,3.9,8.4,3.5,2.1,4.2,8.5,3.6,2.1,4.2,8.1,3.5,2.1,4.2,8.1,3.1,1.6,3.4,6.3
14628,LK Sächsische Schweiz-Osterzgebirge,140.8,190,210.3,18.8,17.3,24.3,34.4,25.7,23,34.6,46.2,27.8,25.3,36.9,47.8,29.4,26.8,38.1,48.6,30,27.9,39.3,50.8,32.2,29.6,42.9,51.8
14713,SK Leipzig,94.6,116.5,130.7,6.3,2.8,7.3,17.8,7.8,3.7,9.4,21.6,8.8,4.9,11.5,22.1,9.8,5.2,13.1,25.6,10.4,7.4,13.3,26,11.5,8.6,15.1,27.2
14729,LK Leipzig,132.1,160,170.1,5.8,4.5,7.7,12.9,6.3,5.6,8.2,13.5,6.4,5.5,8.5,14.1,6.4,5.5,8.4,13.9,6.2,5.2,8,13.3,5.9,5,7.6,13
14730,LK Nordsachsen,177.8,214.9,229.1,7.8,6.5,10.2,15.6,10.5,9.5,12.5,19.2,11.2,9.9,13.4,19.8,11.8,10.6,14.6,20.3,12,10.4,14.9,21.1,12.9,10.7,16.4,23.4
15001,SK Dessau-Roßlau,113.4,138.9,154.8,12,8.5,19.3,27.2,12.7,8.9,20.2,29.1,12.8,9.2,20.4,29.4,12.7,9.2,20,30,12.9,9.7,20.4,30.6,13.4,9.9,23.2,31.5
15002,SK Halle,170.3,198.4,219.3,1,0,0,0.2,1.1,0,0,0.3,1.1,0,0,0.3,1.1,0,0,0.3,1.1,0,0,0.3,0.8,0,0,0.3
15003,SK Magdeburg,98.1,122.8,135.3,0.3,0,0,0,0.3,0,0,0.3,0.1,0,0,0.3,0.2,0,0,0.4,0.2,0,0,0.6,0.3,0,0.3,0.8
15081,LK Altmarkkreis Salzwedel,88.6,124.7,155.6,3,1,3.4,9.1,5.1,2.1,7.7,15.3,6.6,2.9,9.1,19.9,8.5,3.6,9.4,25.8,10,4.4,13,29,15.1,9.9,21.8,38.2
15082,LK Anhalt-Bitterfeld,92.7,101.6,133.5,19.2,11.3,20,25.3,30.5,17.2,31.6,45.2,37.1,21.9,38.2,71,45.1,25.8,51.5,76.5,49,25.9,64.3,112.8,53.6,28.8,65,115.4
15083,LK Börde,108.2,121.2,139.9,11.1,9.8,15.4,23.6,13.7,11.2,18.3,29.9,15.5,13.1,19.9,35.7,17.4,14.2,22.7,39.4,17.8,14.5,23.7,40.7,19.7,16.6,25,41.5
15084,LK Burgenlandkreis,228.6,275.5,308.4,16.4,15.5,23.5,29.5,16.6,15.9,24,29.5,16.6,16.3,24.5,29.6,16.8,16.6,24.5,29.8,16.8,16.6,24.5,29.9,17.4,16.8,24.8,30.5
15085,LK Harz,152.3,190.8,202.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0.2
15086,LK Jerichower Land,120,135.1,168.1,3.2,1.2,3.8,8.7,3.3,1.5,3.9,8.4,3.1,1.3,3.6,7.4,3.1,1.3,3.3,7.6,3.2,1.3,3,7.9,3.4,1.4,3.4,8.4
15087,LK Mansfeld-Südharz,131.9,181.2,203.7,9.4,8.6,12.6,16.9,10,9,13.6,17,10,9,13.7,17.2,10,9,13.7,17,10.2,9.1,13.7,17.9,10.4,9.7,13.7,18.5
15088,LK Saalekreis,171.7,208,236.1,8.9,7.5,12.6,17.9,9.3,8,12.7,17.9,9.3,7.8,12.6,18,9.4,8.3,12.6,18.2,9.5,8.4,12.6,17.9,9.8,8.6,12.8,18.4
15089,LK Salzlandkreis,124.3,165.2,179.7,7.6,4.2,10,18.4,8.1,5.1,11.3,18.5,8.2,5,11.5,18.6,8.1,4.6,11.1,18,8,4.6,10.8,17.9,7.7,4.6,10.7,16.8
15090,LK Stendal,152,186.6,203.8,11.8,9.4,16.7,22.6,13.5,11.5,19.2,24.5,14.2,11.3,20.2,26.1,14.9,12.4,20.9,27.4,15.2,12.4,22.3,28.9,16.3,13.9,21.9,33.2
15091,LK Wittenberg,135,147.3,174.2,7.5,4.6,10.7,19.1,8.6,5.4,13,20.9,8.9,5.6,14.2,21.5,8.8,5.9,14.1,21.5,8.2,5.6,11.5,18.9,8.1,5,11.3,20
16051,SK Erfurt,132.3,162.4,175.6,4.4,1,6.4,12.2,4.9,2.6,7.4,12.2,4.9,2.8,7.6,12.5,5,2.8,7.8,12.6,5.1,2.8,7.9,12.9,5.6,3.4,8.3,14
16052,SK Gera,253.2,316.8,357.3,0.3,0,0,0.5,0.4,0,0.3,0.8,0.4,0,0.4,0.9,0.5,0,0.4,0.9,0.5,0,0.6,1,0.6,0,0.6,1.1
16053,SK Jena,105.5,137.6,149,5.7,1.7,7.5,14.9,6.5,2.9,8.8,15.8,6.9,3,9.1,15.8,7.3,4.6,10.3,15.5,7.4,4.7,10,15.6,8.6,6.5,10.9,16.6
16054,SK Suhl,192.2,220.9,277,7.9,6.3,12.4,17.2,8.3,7.1,12.7,17.6,8.2,6.7,12.7,17.7,8.3,6.7,12.7,17.8,8.6,7.6,12.8,18.6,9.2,8,13.4,19.3
16055,SK Weimar,96.9,120.3,149.4,9.1,3.4,16.1,26.5,10.3,6.3,16.6,28.2,10.3,6.3,16.6,27.5,10.5,6.4,18.5,27.5,11.2,6.4,20.9,27.5,13.6,11.4,23.3,28.7
16056,SK Eisenach,170.8,205.9,262.5,3,1.7,3.6,7.7,4.6,3.1,6.2,10,6,4.5,7.8,11.3,8.1,5.4,11.5,16.9,9.6,7,12.4,19.9,10.6,8,12.8,22.7
16061,LK Eichsfeld,167.6,194.2,216.5,3.2,2.1,3.8,5.4,4.9,3.8,6.1,9.1,5.6,4.5,6.4,9.1,6,4.6,7.1,9.1,6.2,4.6,7.5,9.3,6.5,5.3,8,10.2
16062,LK Nordhausen,96.9,138.8,154.5,10.1,5.3,14.7,24.7,12.2,7,18.4,27.8,12.8,7.7,18.7,30,13.1,8,18.2,29.5,13.4,8,18.7,30.1,14.4,8.7,19.4,31.8
16063,LK Wartburgkreis,289.9,349,387.3,2.6,1.7,3.5,5.5,3.9,2.6,5,7.1,5,3.4,6.7,9.1,6.5,5.3,8.5,14,7.6,7,9.7,16.6,8.6,8.2,11.1,14
16064,LK Unstrut-Hainich-Kreis,128,142.3,150.5,0.8,0.6,0.8,1.7,1.1,0.8,1.4,3.3,1.2,0.8,1.5,3.5,1.2,0.8,1.8,3.5,1.3,0.8,2,3.5,1.6,1,2.4,3.6
16065,LK Kyffhäuserkreis,171.6,189.3,207.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16066,LK Schmalkalden-Meiningen,258.6,310.8,334.6,7.6,6.6,10.6,15.1,8,7.4,11.2,16.8,7.9,7.3,11.3,15.8,7.8,6.9,11.5,16.1,7.5,6.9,11,15.7,7.7,7,10.3,14.4
16067,LK Gotha,250.6,304.1,320.9,0.9,0,0.7,2.5,1.3,0.3,1.7,2.9,1.3,0.3,1.6,2.7,1.5,0.5,1.8,3.7,1.5,0.5,1.9,3.9,1.7,0.8,2.1,3.8
16068,LK Sömmerda,219.2,264,299.3,3,2,3.9,6.7,4.3,3.7,5.5,8.8,5,3.9,6.7,9.6,5.6,4.3,7.8,10.5,5.7,4.6,7.7,10.6,6.6,6.1,8.5,12.2
16069,LK Hildburghausen,183.2,231,290.7,0.8,0,0,0.9,0.9,0,0.5,1.1,0.9,0,0.7,1.2,1,0,1,1.6,1.1,0,1,1.7,1.1,0,1,1.9
16070,LK Ilm-Kreis,241.2,300.9,328.4,1.3,0,0.3,1,1.5,0,0.3,1.6,1.7,0,0.3,1.9,1.5,0,0.4,1.3,1.6,0,0.4,1.7,1.8,0.3,0.6,1.8
16071,LK Weimarer Land,171.6,205.1,272.3,3.7,0.6,1.6,9.7,4.7,1.1,2.6,13.3,5.2,1.1,2.8,18.5,6.5,1.1,3.3,28.1,7,1.2,5.2,28.3,7.9,1.3,9.6,28.8
16072,LK Sonneberg,186.1,261.6,310.5,5.8,2.5,6.7,13.9,7.6,4.2,9.7,18.6,8.6,5.8,10.9,18.9,9.2,7.1,11,19.3,9.6,7.8,10.6,19.3,11.5,8.8,15.2,25.6
16073,LK Saalfeld-Rudolstadt,186.4,226.9,269.9,2.5,1,2.5,6.1,2.8,1.5,2.6,6.1,2.9,1.6,3,6.3,3,1.8,3.3,6.1,3.1,1.9,3.7,6.2,3.3,2,3.5,6.2
16074,LK Saale-Holzland-Kreis,192.7,239,257.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.2
16075,LK Saale-Orla-Kreis,329.4,409,482.7,2.8,0,1.1,6.5,3,0.5,1.8,7.2,3.1,0.5,1.9,7.3,3.3,0.6,2.5,8.1,3.4,0.6,2.8,9.4,3.3,1.1,2.8,8.2
16076,LK Greiz,374.8,492.1,554.8,2.9,2,3.5,5.5,4.2,3.2,4.9,6.7,4.7,3.7,5.9,6.8,5.1,3.9,6.2,8.4,5.2,4.2,6.3,8.5,5.8,5,6.8,9.4
16077,LK Altenburger Land,204.7,237.5,256.2,4,1.2,6.6,12.2,4,1.1,6.5,12.3,4.1,1.7,6.4,12.5,4.1,1.7,6.2,12.6,4.1,1.9,5.9,12.7,4,2,5.1,12.5
